Kredi Başvuru No,Müşteri No,Bakmakla Yükümlü Sayısı,Eğitim Durumu,Serbest Çalışan mı,Yıllık Gelir,Talep Edilen Kredi Tutarı,Kredi Vadesi (Ay),Kredi Notu,Konut Varlık Değeri,Ticari Varlık Değeri,Lüks Varlık Değeri,Banka Varlık Değeri,Kredi Kararı,Başvuru Tarihi
2078,982,1,Lise Mezunu,Evet,200000,500000,2,579,500000,100000,500000,100000,Onaylandı,2025-07-08
2079,521,1,Lisans Mezunu,Evet,1000000,3700000,14,798,2000000,200000,3800000,1400000,Onaylandı,2025-05-22
2080,184,3,Lise Mezunu,Evet,8800000,25100000,8,473,17200000,600000,24400000,12400000,Reddedildi,2025-01-20
2081,79,0,Lisans Mezunu,Evet,1000000,3200000,8,304,500000,600000,3700000,700000,Reddedildi,2025-10-22
2082,493,0,Lise Mezunu,Evet,8600000,23000000,14,678,18800000,16400000,22900000,12000000,Onaylandı,2025-03-30
2083,358,5,Lisans Mezunu,Evet,2400000,8900000,2,745,1700000,2000000,9200000,2100000,Onaylandı,2024-10-09
2084,769,1,Lisans Mezunu,Hayır,2400000,8900000,8,835,2400000,1200000,5500000,1100000,Onaylandı,2025-10-16
2085,87,5,Lise Mezunu,Evet,6000000,12100000,20,848,13900000,4800000,18000000,3600000,Onaylandı,2024-05-21
2086,895,5,Lise Mezunu,Hayır,7600000,16300000,18,872,5100000,1900000,20700000,5000000,Onaylandı,2024-08-16
2087,448,3,Lise Mezunu,Hayır,8000000,20100000,10,608,9800000,15500000,26100000,5200000,Onaylandı,2024-06-29
2088,806,0,Lisans Mezunu,Evet,5400000,19500000,16,758,2600000,2700000,18300000,6000000,Onaylandı,2025-07-28
2089,132,0,Lise Mezunu,Evet,1400000,3700000,4,841,3000000,1000000,4600000,1000000,Onaylandı,2025-10-28
2090,162,0,Lise Mezunu,Evet,800000,2600000,2,618,300000,1200000,2000000,500000,Onaylandı,2025-04-30
2091,413,4,Lisans Mezunu,Evet,300000,1100000,4,457,700000,100000,1100000,400000,Onaylandı,2024-01-21
2092,433,0,Lisans Mezunu,Hayır,4100000,14400000,4,844,2700000,6000000,9900000,4200000,Onaylandı,2025-06-09
2093,301,2,Lise Mezunu,Hayır,1500000,3800000,4,776,2800000,0,5300000,1400000,Onaylandı,2024-10-02
2094,388,1,Lise Mezunu,Hayır,4600000,13900000,8,520,13300000,6400000,9800000,2200000,Reddedildi,2024-06-04
2095,937,1,Lisans Mezunu,Evet,3300000,7500000,12,648,6400000,1700000,8700000,1600000,Onaylandı,2025-10-15
2096,399,4,Lise Mezunu,Evet,7900000,31400000,10,654,16500000,15200000,25400000,5000000,Onaylandı,2024-03-06
2097,551,0,Lise Mezunu,Hayır,8100000,26500000,20,342,5800000,5600000,23700000,5800000,Reddedildi,2024-12-11
2098,269,5,Lise Mezunu,Hayır,900000,2800000,16,808,2100000,900000,3100000,800000,Onaylandı,2024-07-04
2099,830,1,Lisans Mezunu,Evet,4900000,15200000,10,429,5700000,7300000,14400000,3300000,Reddedildi,2025-07-06
2100,50,3,Lisans Mezunu,Evet,6100000,18100000,14,538,11800000,4200000,16200000,7500000,Reddedildi,2024-06-20
2101,320,3,Lise Mezunu,Hayır,4500000,16400000,6,533,1800000,5600000,12200000,3900000,Reddedildi,2025-02-28
2102,78,2,Lisans Mezunu,Evet,2900000,7300000,8,394,7700000,2600000,7700000,4000000,Reddedildi,2024-01-16
2103,360,1,Lise Mezunu,Hayır,7900000,29300000,2,771,17600000,12800000,20400000,4000000,Onaylandı,2025-08-04
2104,761,5,Lisans Mezunu,Evet,4100000,10100000,4,792,4400000,6100000,8600000,4900000,Onaylandı,2025-05-26
2105,284,5,Lise Mezunu,Evet,7700000,15500000,8,407,6500000,9100000,26300000,4600000,Reddedildi,2025-07-28
2106,632,0,Lise Mezunu,Hayır,5600000,19300000,18,544,6400000,2800000,19900000,6400000,Reddedildi,2025-04-01
2107,272,5,Lisans Mezunu,Hayır,9000000,18000000,18,509,24600000,5200000,20000000,6100000,Reddedildi,2025-08-03
2108,473,4,Lise Mezunu,Evet,6400000,18400000,16,320,17700000,3600000,13900000,8300000,Reddedildi,2025-10-23
2109,733,4,Lisans Mezunu,Hayır,6900000,14700000,2,496,12000000,7000000,15500000,4000000,Reddedildi,2024-03-03
2110,168,3,Lise Mezunu,Hayır,9100000,27400000,18,652,8500000,7300000,31700000,6800000,Onaylandı,2024-06-15
2111,746,2,Lisans Mezunu,Evet,1100000,3700000,2,806,2700000,800000,2900000,500000,Onaylandı,2024-07-25
2112,26,4,Lise Mezunu,Hayır,1700000,4500000,12,821,3200000,1900000,4900000,1500000,Onaylandı,2025-02-01
2113,957,5,Lisans Mezunu,Evet,9200000,28800000,20,618,14300000,10800000,33900000,10600000,Onaylandı,2025-03-01
2114,763,2,Lise Mezunu,Evet,8300000,20600000,12,729,22400000,9000000,31400000,8400000,Onaylandı,2025-01-03
2115,128,5,Lise Mezunu,Evet,5000000,10600000,6,839,12600000,8600000,19800000,3500000,Onaylandı,2024-02-10
2116,762,3,Lisans Mezunu,Hayır,2200000,6400000,2,318,1400000,2100000,4300000,1500000,Reddedildi,2025-10-27
2117,38,2,Lisans Mezunu,Hayır,4500000,9600000,16,404,1800000,6000000,17000000,2700000,Reddedildi,2024-09-03
2118,163,5,Lise Mezunu,Evet,4100000,9000000,6,581,6600000,1500000,11300000,3400000,Onaylandı,2024-12-06
2119,141,1,Lise Mezunu,Hayır,2800000,6800000,18,596,7900000,400000,7300000,1500000,Onaylandı,2024-01-06
2120,576,1,Lise Mezunu,Hayır,6600000,20700000,4,415,12800000,11900000,17700000,3900000,Onaylandı,2025-06-26
2121,638,3,Lise Mezunu,Evet,3200000,7200000,6,728,4800000,2000000,8000000,4600000,Onaylandı,2024-08-12
2122,859,0,Lise Mezunu,Hayır,6300000,13300000,2,666,8800000,4000000,14200000,4900000,Onaylandı,2024-11-14
2123,768,2,Lisans Mezunu,Hayır,4700000,17700000,14,675,5800000,7200000,13100000,6500000,Onaylandı,2024-04-12
2124,584,0,Lisans Mezunu,Hayır,4100000,15400000,16,304,3000000,5200000,16200000,3100000,Reddedildi,2024-12-25
2125,133,5,Lisans Mezunu,Evet,7100000,15500000,4,474,7600000,9000000,22400000,9400000,Reddedildi,2024-02-03
2126,36,4,Lisans Mezunu,Evet,4900000,10200000,18,370,10900000,2200000,13700000,6600000,Reddedildi,2024-11-21
2127,417,4,Lisans Mezunu,Hayır,5600000,20300000,20,596,5100000,10900000,12700000,7900000,Onaylandı,2025-07-28
2128,875,4,Lisans Mezunu,Hayır,3400000,8300000,2,567,5700000,1900000,10200000,2700000,Onaylandı,2025-10-23
2129,643,3,Lise Mezunu,Hayır,4500000,16100000,16,671,10500000,3600000,12400000,5800000,Onaylandı,2024-01-06
2130,868,2,Lisans Mezunu,Hayır,300000,800000,18,819,300000,300000,900000,400000,Onaylandı,2025-01-27
2131,105,5,Lise Mezunu,Evet,7600000,23000000,10,829,3100000,7300000,17600000,7300000,Onaylandı,2025-06-16
2132,810,5,Lisans Mezunu,Hayır,500000,1200000,12,454,1400000,500000,1000000,300000,Reddedildi,2024-11-19
2133,781,0,Lisans Mezunu,Evet,5900000,15200000,16,399,15200000,3200000,12200000,6500000,Reddedildi,2024-01-05
2134,397,0,Lisans Mezunu,Hayır,7100000,20700000,10,784,9500000,11400000,27900000,8600000,Onaylandı,2024-01-31
2135,255,2,Lise Mezunu,Evet,8500000,26900000,6,538,21300000,16400000,21500000,4600000,Reddedildi,2024-10-20
2136,390,0,Lisans Mezunu,Evet,6400000,16900000,16,759,16200000,7100000,15200000,3100000,Onaylandı,2025-04-21
2137,751,2,Lisans Mezunu,Hayır,7100000,21400000,12,699,11400000,13400000,22600000,4800000,Onaylandı,2024-04-22
2138,718,5,Lise Mezunu,Hayır,1800000,5400000,14,347,3800000,1300000,4900000,1700000,Reddedildi,2025-08-06
2139,993,3,Lise Mezunu,Evet,6600000,25200000,20,598,13100000,3600000,20700000,8600000,Onaylandı,2024-07-14
2140,887,4,Lisans Mezunu,Evet,8800000,27100000,2,406,16300000,6200000,26100000,5800000,Onaylandı,2025-05-27
2141,832,2,Lise Mezunu,Hayır,4800000,15800000,20,860,1700000,3300000,13400000,5100000,Onaylandı,2025-07-31
2142,352,5,Lisans Mezunu,Evet,4400000,16500000,10,806,3500000,4400000,11200000,2800000,Onaylandı,2024-04-08
2143,39,0,Lise Mezunu,Hayır,2000000,6900000,2,448,2700000,3800000,7100000,1600000,Onaylandı,2024-04-28
2144,156,2,Lisans Mezunu,Hayır,6800000,22600000,20,393,2100000,2200000,20300000,8200000,Reddedildi,2025-10-10
2145,518,5,Lise Mezunu,Evet,6600000,16000000,12,811,13100000,5000000,14700000,5000000,Onaylandı,2024-12-03
2146,454,2,Lisans Mezunu,Hayır,3300000,7900000,20,829,4800000,2100000,13200000,2600000,Onaylandı,2024-07-11
2147,965,3,Lise Mezunu,Hayır,7400000,23400000,16,700,19300000,3000000,20700000,8900000,Onaylandı,2025-02-08
2148,140,0,Lise Mezunu,Evet,4500000,12400000,18,719,10300000,200000,9200000,3100000,Onaylandı,2025-03-04
2149,24,1,Lise Mezunu,Evet,9500000,30500000,12,430,5400000,8000000,30800000,10500000,Reddedildi,2024-10-28
2150,988,1,Lisans Mezunu,Hayır,800000,3000000,4,338,900000,1000000,2600000,400000,Onaylandı,2024-11-26
2151,985,2,Lisans Mezunu,Hayır,4000000,13000000,4,695,6400000,6900000,15400000,4300000,Onaylandı,2025-04-04
2152,566,2,Lise Mezunu,Hayır,7000000,25700000,18,374,3400000,13700000,14900000,4500000,Reddedildi,2025-11-01
2153,254,3,Lisans Mezunu,Hayır,3500000,8500000,18,609,7300000,0,12700000,2500000,Onaylandı,2024-04-10
2154,12,3,Lisans Mezunu,Evet,9700000,36000000,6,631,3500000,5500000,28500000,7500000,Onaylandı,2024-09-09
2155,859,0,Lise Mezunu,Hayır,3400000,10800000,6,439,5300000,1400000,11600000,1900000,Reddedildi,2024-08-21
2156,464,1,Lisans Mezunu,Evet,4600000,13500000,20,837,5600000,7700000,11900000,2500000,Onaylandı,2024-07-16
2157,940,4,Lisans Mezunu,Hayır,3800000,10400000,10,833,7500000,2500000,14100000,4200000,Onaylandı,2025-09-14
2158,300,4,Lise Mezunu,Evet,4200000,9600000,20,863,7400000,900000,9100000,3400000,Onaylandı,2024-01-26
2159,593,2,Lisans Mezunu,Hayır,2500000,8700000,4,684,0,600000,9700000,2600000,Onaylandı,2024-06-08
2160,142,0,Lise Mezunu,Evet,7000000,24600000,6,542,6400000,2600000,24500000,4700000,Reddedildi,2025-03-17
2161,610,1,Lise Mezunu,Hayır,5300000,11500000,8,753,10000000,4200000,14400000,3000000,Onaylandı,2025-09-23
2162,767,0,Lise Mezunu,Hayır,6400000,14200000,2,512,1600000,9200000,23100000,3500000,Reddedildi,2024-07-11
2163,773,3,Lise Mezunu,Hayır,3400000,8100000,12,385,6100000,4000000,10700000,4000000,Reddedildi,2024-06-25
2164,788,4,Lise Mezunu,Hayır,6700000,18800000,2,749,15600000,7900000,19900000,8600000,Onaylandı,2024-02-29
2165,761,1,Lise Mezunu,Evet,4600000,10100000,4,618,2200000,100000,12900000,4300000,Onaylandı,2024-05-05
2166,306,4,Lisans Mezunu,Evet,900000,2500000,4,583,1300000,800000,1800000,1100000,Onaylandı,2025-06-30
2167,73,0,Lisans Mezunu,Hayır,5100000,19900000,18,655,4400000,0,17100000,7100000,Onaylandı,2024-03-02
2168,355,0,Lise Mezunu,Evet,7000000,20900000,20,380,11800000,10800000,21100000,6200000,Reddedildi,2024-04-12
2169,116,3,Lisans Mezunu,Evet,4100000,14700000,6,679,6600000,3700000,10500000,5600000,Onaylandı,2024-06-17
2170,936,2,Lisans Mezunu,Hayır,4600000,14800000,6,410,12900000,6800000,16100000,5800000,Reddedildi,2025-08-06
2171,934,2,Lisans Mezunu,Evet,3600000,11500000,8,590,1600000,5200000,10900000,3000000,Onaylandı,2025-07-03
2172,60,5,Lisans Mezunu,Hayır,5900000,13800000,14,397,12400000,600000,20400000,3000000,Reddedildi,2024-07-24
2173,554,2,Lisans Mezunu,Hayır,600000,2100000,16,425,900000,500000,2300000,300000,Reddedildi,2025-09-17
2174,548,0,Lisans Mezunu,Hayır,4900000,16400000,2,383,3300000,3500000,15000000,5800000,Onaylandı,2024-12-13
2175,394,5,Lisans Mezunu,Evet,6400000,23900000,6,406,14700000,12400000,25400000,4300000,Reddedildi,2024-06-11
2176,764,2,Lisans Mezunu,Hayır,7000000,19800000,10,563,3900000,9400000,22800000,8000000,Onaylandı,2025-10-01
2177,451,3,Lisans Mezunu,Evet,6700000,13400000,14,782,4900000,4000000,25800000,9600000,Onaylandı,2025-09-05
2178,501,1,Lise Mezunu,Evet,800000,2200000,4,852,900000,200000,2200000,1000000,Onaylandı,2025-10-03
2179,361,5,Lise Mezunu,Hayır,7600000,27800000,2,753,18400000,12200000,16900000,8000000,Onaylandı,2025-09-24
2180,506,5,Lisans Mezunu,Evet,3200000,7600000,4,489,5000000,2900000,10600000,1900000,Reddedildi,2025-09-19
2181,718,2,Lise Mezunu,Evet,4900000,13800000,2,586,9900000,1400000,9900000,7000000,Onaylandı,2025-04-07
2182,915,3,Lise Mezunu,Hayır,7200000,20800000,16,560,2100000,10700000,21100000,3600000,Onaylandı,2024-06-20
2183,784,3,Lisans Mezunu,Hayır,5600000,20600000,6,487,6400000,9700000,20200000,4100000,Reddedildi,2025-06-03
2184,251,4,Lisans Mezunu,Evet,7300000,18300000,8,434,10000000,2900000,26800000,6700000,Reddedildi,2025-02-09
2185,501,4,Lise Mezunu,Hayır,3300000,7000000,20,504,8200000,3200000,7300000,2500000,Reddedildi,2025-03-09
2186,985,2,Lisans Mezunu,Evet,9200000,25300000,4,827,25900000,15900000,19300000,11000000,Onaylandı,2025-07-27
2187,11,3,Lise Mezunu,Evet,8100000,23300000,20,657,15700000,2900000,28100000,6200000,Onaylandı,2024-01-06
2188,805,5,Lisans Mezunu,Hayır,6600000,21400000,10,447,12700000,11100000,20200000,6400000,Reddedildi,2024-02-27
2189,149,0,Lisans Mezunu,Evet,4200000,13600000,4,834,8700000,3400000,12000000,3100000,Onaylandı,2024-05-16
2190,90,2,Lisans Mezunu,Hayır,5800000,21700000,8,354,12500000,2300000,12200000,6800000,Reddedildi,2025-07-20
2191,624,2,Lisans Mezunu,Evet,5600000,21000000,18,883,9800000,1600000,20900000,6000000,Onaylandı,2025-10-20
2192,338,0,Lise Mezunu,Evet,3600000,9900000,12,641,10300000,2400000,9100000,2700000,Onaylandı,2025-05-18
2193,818,1,Lisans Mezunu,Evet,7700000,16900000,6,621,22600000,7900000,27400000,10200000,Onaylandı,2024-02-14
2194,117,0,Lisans Mezunu,Evet,7800000,23300000,10,587,12500000,9300000,27500000,9700000,Onaylandı,2024-07-05
2195,834,3,Lise Mezunu,Hayır,5700000,15400000,16,424,4700000,3000000,16400000,5600000,Reddedildi,2024-05-08
2196,646,5,Lisans Mezunu,Hayır,6300000,20500000,14,515,4300000,3600000,18300000,9100000,Reddedildi,2024-03-21
2197,612,5,Lise Mezunu,Evet,2300000,4700000,18,592,1600000,3900000,6200000,2800000,Onaylandı,2024-09-30
2198,609,4,Lisans Mezunu,Evet,9600000,19900000,6,319,3200000,16500000,28100000,6600000,Reddedildi,2024-07-16
2199,229,1,Lise Mezunu,Evet,1000000,3900000,16,360,2500000,300000,2100000,600000,Reddedildi,2024-12-21
2200,32,5,Lisans Mezunu,Evet,7200000,27100000,12,535,8400000,12800000,28100000,4800000,Reddedildi,2025-02-04
2201,760,2,Lise Mezunu,Evet,3800000,11400000,16,666,9000000,2400000,8000000,3800000,Onaylandı,2025-07-09
2202,444,4,Lise Mezunu,Evet,9300000,24600000,16,419,18100000,0,26700000,5100000,Reddedildi,2025-04-16
2203,48,2,Lise Mezunu,Evet,7200000,21900000,12,640,0,11400000,14600000,3800000,Onaylandı,2025-08-01
2204,274,0,Lisans Mezunu,Hayır,7600000,19700000,12,545,4300000,5200000,29500000,7300000,Reddedildi,2025-04-11
2205,186,4,Lisans Mezunu,Hayır,4500000,15300000,10,843,13200000,6900000,10800000,2200000,Onaylandı,2025-02-04
2206,659,1,Lise Mezunu,Evet,9900000,30900000,20,559,12100000,6100000,38600000,12100000,Onaylandı,2024-08-07
2207,187,0,Lise Mezunu,Evet,700000,2000000,18,650,400000,1300000,2800000,500000,Onaylandı,2025-05-13
2208,32,0,Lisans Mezunu,Hayır,3500000,12300000,16,479,9700000,6000000,7900000,4700000,Reddedildi,2025-03-12
2209,560,1,Lisans Mezunu,Evet,300000,1000000,14,324,100000,100000,1100000,100000,Reddedildi,2024-02-27
2210,724,5,Lise Mezunu,Evet,5400000,16700000,2,354,1100000,4500000,19300000,5200000,Onaylandı,2025-09-15
2211,424,4,Lise Mezunu,Evet,2800000,8400000,10,521,1500000,1200000,9100000,3700000,Reddedildi,2024-03-07
2212,121,5,Lise Mezunu,Evet,4900000,15900000,8,505,12400000,4900000,14900000,6100000,Reddedildi,2024-04-01
2213,289,4,Lise Mezunu,Hayır,600000,1700000,12,436,400000,0,1700000,700000,Reddedildi,2024-09-20
2214,479,0,Lisans Mezunu,Hayır,3000000,8100000,6,683,3200000,4900000,10200000,3200000,Onaylandı,2024-10-27
2215,229,0,Lisans Mezunu,Hayır,1800000,5800000,18,348,2900000,700000,6700000,1000000,Reddedildi,2024-11-21
2216,962,4,Lisans Mezunu,Evet,5100000,15700000,6,867,11200000,8300000,19200000,3600000,Onaylandı,2025-08-05
2217,518,5,Lisans Mezunu,Hayır,1400000,4100000,14,880,3700000,1800000,2800000,2100000,Onaylandı,2025-09-07
2218,969,2,Lisans Mezunu,Evet,6700000,25500000,10,673,11100000,8600000,25100000,5000000,Onaylandı,2024-11-26
2219,464,3,Lise Mezunu,Hayır,4300000,12600000,18,482,9300000,900000,13200000,6100000,Reddedildi,2024-11-19
2220,701,3,Lisans Mezunu,Evet,7800000,19600000,4,767,18100000,10500000,20500000,7700000,Onaylandı,2025-09-26
2221,462,3,Lise Mezunu,Hayır,5400000,15800000,18,760,12700000,2300000,16400000,7200000,Onaylandı,2025-02-13
2222,496,0,Lise Mezunu,Hayır,500000,1900000,2,857,1100000,500000,1800000,300000,Onaylandı,2024-10-22
2223,798,1,Lisans Mezunu,Hayır,8600000,26700000,10,735,11800000,9100000,20700000,11200000,Onaylandı,2025-05-13
2224,523,3,Lisans Mezunu,Hayır,2500000,9300000,4,810,2700000,3300000,9400000,3700000,Onaylandı,2024-04-18
2225,212,4,Lise Mezunu,Hayır,3000000,7200000,2,680,900000,3400000,9600000,1700000,Onaylandı,2024-02-08
2226,916,5,Lise Mezunu,Evet,7000000,26900000,4,889,1400000,4200000,22400000,7400000,Onaylandı,2025-10-12
2227,85,1,Lise Mezunu,Evet,400000,1500000,16,688,400000,300000,1200000,200000,Onaylandı,2025-05-14
2228,809,5,Lise Mezunu,Hayır,5200000,13700000,16,531,8800000,4500000,15700000,2900000,Reddedildi,2024-04-23
2229,577,3,Lisans Mezunu,Hayır,3300000,11100000,2,660,6500000,3700000,12300000,4500000,Onaylandı,2024-03-02
2230,701,1,Lise Mezunu,Evet,2400000,8800000,18,414,3600000,2200000,7100000,2500000,Reddedildi,2024-02-29
2231,230,4,Lisans Mezunu,Evet,5800000,15800000,14,528,6300000,100000,21400000,8700000,Reddedildi,2025-10-13
2232,253,4,Lise Mezunu,Evet,9400000,20000000,12,817,3600000,1600000,34400000,8000000,Onaylandı,2024-08-23
2233,313,2,Lise Mezunu,Hayır,6100000,15300000,2,799,7100000,5500000,17800000,5300000,Onaylandı,2024-03-12
2234,962,1,Lisans Mezunu,Evet,7500000,21400000,20,655,13000000,10300000,28100000,8100000,Onaylandı,2024-11-04
2235,325,2,Lise Mezunu,Hayır,4100000,16200000,6,546,3500000,3100000,15100000,3700000,Reddedildi,2025-04-11
2236,769,3,Lise Mezunu,Hayır,8500000,30800000,14,745,11000000,8200000,19400000,7200000,Onaylandı,2024-06-30
2237,548,0,Lisans Mezunu,Hayır,4300000,16900000,8,884,6500000,5400000,12000000,3700000,Onaylandı,2024-10-21
2238,264,5,Lise Mezunu,Hayır,9300000,22000000,4,822,20900000,10000000,24200000,12100000,Onaylandı,2024-08-14
2239,576,4,Lise Mezunu,Hayır,6000000,18700000,2,623,4300000,4000000,19100000,5700000,Onaylandı,2025-07-18
2240,867,1,Lise Mezunu,Evet,5300000,18900000,16,361,300000,5000000,11900000,5500000,Reddedildi,2024-05-12
2241,989,5,Lise Mezunu,Evet,7400000,16200000,2,778,17000000,2700000,19400000,9200000,Onaylandı,2024-11-17
2242,410,1,Lise Mezunu,Evet,1100000,3800000,8,779,600000,1800000,4000000,1600000,Onaylandı,2024-04-26
2243,230,1,Lisans Mezunu,Evet,6600000,20700000,4,594,4800000,200000,26400000,8900000,Onaylandı,2025-10-15
2244,519,3,Lisans Mezunu,Hayır,8200000,28300000,2,530,15000000,10500000,20200000,12100000,Onaylandı,2024-03-25
2245,524,3,Lise Mezunu,Hayır,3300000,9300000,12,324,5300000,2600000,7500000,2000000,Reddedildi,2024-04-05
2246,728,4,Lisans Mezunu,Evet,2500000,9000000,10,394,6700000,2000000,7300000,3000000,Reddedildi,2024-11-28
2247,801,3,Lisans Mezunu,Evet,3300000,10400000,12,816,7100000,6300000,11800000,4900000,Onaylandı,2024-09-04
2248,704,5,Lise Mezunu,Hayır,1000000,2300000,16,423,1700000,700000,2900000,1400000,Reddedildi,2025-08-01
2249,960,5,Lisans Mezunu,Evet,6200000,12800000,2,539,5600000,9800000,22300000,4800000,Reddedildi,2024-06-05
2250,621,1,Lisans Mezunu,Hayır,7000000,21000000,20,554,16900000,6600000,14600000,5600000,Onaylandı,2024-10-03
2251,144,2,Lisans Mezunu,Evet,7000000,19000000,6,523,5300000,9300000,25800000,9500000,Reddedildi,2024-12-27
2252,932,1,Lise Mezunu,Evet,5300000,12000000,10,852,400000,10400000,18900000,5000000,Onaylandı,2025-04-26
2253,529,0,Lise Mezunu,Evet,1800000,3700000,2,505,3900000,2400000,4500000,1400000,Reddedildi,2024-12-19
2254,378,0,Lisans Mezunu,Evet,2300000,7900000,10,430,6600000,2800000,8100000,1900000,Reddedildi,2025-08-04
2255,927,2,Lisans Mezunu,Hayır,4000000,9200000,16,784,3200000,600000,13000000,4900000,Onaylandı,2025-07-07
2256,293,1,Lise Mezunu,Hayır,8900000,24000000,6,380,16500000,7400000,27700000,7500000,Reddedildi,2025-04-27
2257,280,3,Lisans Mezunu,Hayır,8000000,18600000,20,565,1600000,8600000,22500000,9400000,Onaylandı,2024-07-09
2258,317,4,Lisans Mezunu,Evet,7900000,26900000,14,446,17900000,7300000,16500000,8200000,Reddedildi,2024-06-05
2259,792,5,Lisans Mezunu,Evet,6700000,20200000,8,406,6900000,4900000,15300000,7100000,Reddedildi,2025-04-16
2260,354,4,Lise Mezunu,Hayır,2400000,6000000,6,712,6800000,2200000,6000000,1200000,Onaylandı,2024-03-12
2261,600,4,Lise Mezunu,Hayır,8600000,22600000,14,729,300000,16200000,20500000,11900000,Onaylandı,2024-12-15
2262,694,1,Lise Mezunu,Evet,5300000,14600000,20,508,11200000,2800000,17000000,4600000,Reddedildi,2025-05-29
2263,116,0,Lisans Mezunu,Hayır,7400000,24900000,20,648,7100000,7900000,23300000,6200000,Onaylandı,2024-10-21
2264,108,0,Lise Mezunu,Evet,8700000,18700000,10,346,1200000,1800000,30700000,8200000,Reddedildi,2024-07-28
2265,778,5,Lisans Mezunu,Hayır,8200000,18500000,4,394,9600000,5700000,27400000,11100000,Reddedildi,2025-08-02
2266,972,0,Lise Mezunu,Evet,3700000,9700000,12,501,2600000,6600000,9200000,4600000,Reddedildi,2025-06-02
2267,788,5,Lise Mezunu,Evet,9200000,36300000,2,655,3000000,1200000,32200000,8700000,Onaylandı,2024-08-18
2268,999,4,Lise Mezunu,Hayır,6100000,20900000,4,662,10200000,7000000,23300000,4100000,Onaylandı,2025-06-27
2269,799,2,Lisans Mezunu,Evet,8800000,30800000,20,820,700000,4800000,25900000,12700000,Onaylandı,2024-05-02
2270,435,5,Lise Mezunu,Hayır,9200000,18900000,10,521,8300000,14500000,23400000,6900000,Reddedildi,2024-07-29
2271,187,3,Lisans Mezunu,Hayır,7200000,27900000,12,473,21100000,8800000,27800000,8700000,Reddedildi,2024-08-22
2272,387,1,Lisans Mezunu,Hayır,600000,1200000,10,561,900000,300000,1400000,600000,Onaylandı,2024-09-29
2273,551,5,Lisans Mezunu,Hayır,8000000,23100000,20,461,5900000,2400000,29300000,7200000,Reddedildi,2024-06-02
2274,40,4,Lisans Mezunu,Evet,6900000,13800000,16,715,2100000,6100000,20900000,8200000,Onaylandı,2024-11-03
2275,777,0,Lise Mezunu,Evet,4300000,15600000,18,440,6200000,1300000,10000000,4700000,Reddedildi,2025-04-11
2276,671,3,Lise Mezunu,Evet,8500000,24900000,18,749,9600000,1200000,31700000,10100000,Onaylandı,2024-08-05
2277,522,4,Lise Mezunu,Hayır,8600000,17400000,2,787,11700000,10600000,18400000,10600000,Onaylandı,2025-02-16
2278,762,3,Lisans Mezunu,Hayır,6300000,13900000,18,748,17700000,8800000,21700000,8600000,Onaylandı,2024-01-21
2279,338,3,Lise Mezunu,Evet,5800000,13600000,12,321,1700000,3300000,22300000,3400000,Reddedildi,2024-01-02
2280,865,3,Lisans Mezunu,Evet,1000000,2300000,10,303,1000000,400000,2500000,1000000,Reddedildi,2024-05-04
2281,955,0,Lise Mezunu,Evet,1700000,5400000,8,682,2400000,1000000,3900000,2100000,Onaylandı,2025-09-29
2282,32,2,Lise Mezunu,Hayır,3200000,8600000,18,638,1000000,4900000,8600000,3500000,Onaylandı,2024-12-04
2283,86,0,Lisans Mezunu,Evet,7500000,16600000,14,440,17200000,14500000,24100000,10300000,Reddedildi,2025-08-06
2284,320,1,Lise Mezunu,Evet,2000000,6600000,10,873,1400000,200000,6300000,2400000,Onaylandı,2024-04-10
2285,738,3,Lise Mezunu,Hayır,9100000,19700000,20,437,6300000,13700000,23700000,12900000,Reddedildi,2025-01-30
2286,985,4,Lisans Mezunu,Evet,8400000,19700000,8,796,17900000,9200000,20200000,7700000,Onaylandı,2024-06-07
2287,615,4,Lisans Mezunu,Hayır,7100000,27200000,16,824,2400000,8000000,22400000,3900000,Onaylandı,2024-06-30
2288,208,2,Lise Mezunu,Hayır,200000,800000,6,338,100000,0,400000,100000,Reddedildi,2024-09-18
2289,288,0,Lise Mezunu,Evet,5000000,14900000,12,575,12800000,1500000,12300000,6600000,Onaylandı,2024-04-15
2290,143,0,Lise Mezunu,Evet,4500000,16900000,8,773,6300000,6800000,14000000,6000000,Onaylandı,2024-08-21
2291,272,2,Lise Mezunu,Evet,5100000,19700000,2,733,0,4500000,12900000,6200000,Onaylandı,2025-07-09
2292,645,3,Lisans Mezunu,Evet,4100000,10600000,14,475,5400000,4300000,13900000,4500000,Reddedildi,2024-10-09
2293,340,1,Lise Mezunu,Hayır,7200000,15000000,10,677,10600000,3900000,24500000,4100000,Onaylandı,2025-09-05
2294,595,3,Lise Mezunu,Hayır,7800000,17700000,6,403,12600000,3700000,24700000,10000000,Reddedildi,2024-04-20
2295,639,3,Lisans Mezunu,Evet,7500000,25300000,12,767,13200000,10800000,19400000,9600000,Onaylandı,2024-06-09
2296,730,3,Lisans Mezunu,Evet,6400000,21000000,2,813,3900000,10900000,20500000,4400000,Onaylandı,2025-05-12
2297,968,4,Lisans Mezunu,Hayır,7000000,25700000,20,597,19900000,13500000,27500000,10100000,Onaylandı,2024-01-13
2298,414,4,Lise Mezunu,Evet,9000000,31100000,8,896,7100000,4400000,23400000,13100000,Onaylandı,2024-03-03
